,Port,Navire,Type Navire,Jauge Brute,Tirant Eau Entree Avant,Tirant Eau Entree Arriere,Tirant Eau Sortie Avant,Tirant Eau Sortie Arriere,Nbr Remorque Accostage,Nbr Remorque Appareillage,Nbr Remorque Changement,Nbr Remorque Assistance,Provenances,Destinations,Armateur Disposant,Armateur Proprietaire,Date Entrée au Port,Heure Entrée au Port,Date Entree Mouillage,Heure Entree Mouillage,Date Sortie Mouillage,Heure Sortie Mouillage,Date Accostage,Heure Accostage,Date App Quai,Heure App Quai,Poste Accostage,Date Appareillage Port,Heure Appareillage Port,Longueur,Tirant Eau,Sejour Rade (Jours),Sejour Mouillage (Jours),Sejour Quai (Jours),Sejour Port (Jours),Marchandise DAP Import,Tonnage DAP Import,Marchandise DAP Export,Tonnage DAP Export
4965,CASABLANCA,LIBERTAS-H,PORTE CONTENEUR,7532,7.6,7.7,7.6,7.7,0,0,0,0,"ALGECIRAS , VALENCIA , BARCELONA",LEIXOES,X.PRESS CONTAINERS LINES,UMS SCHIFFAHRTS GMBH & CO. KG,28/02/2024,06:01,28/02/2024 | 29/02/2024,06:02 | 20:08,29/02/2024 | 01/03/2024,11:20 | 21:07,29/02/2024 | 01/03/2024,12:25 | 22:05,29/02/2024 | 02/03/2024,19:45 | 13:55,"51 ,80",02/03/24,14:52,127.0,7.75,"0,00","2,26","0,96","3,37",CONTENEURS,1335.0,CONTENEURS,352.0
4966,CASABLANCA,MOSEL ACE,ROULIER,37237,7.8,7.8,7.8,7.8,2,1,0,0,"MONTOIR-DE-BRETAGNE , ZEEBRUGGE , VIGO",TANGER MED,ZODIAC MARITIME LTD,ZODIAC MARITIME LTD,01/03/2024,14:04,,,,,01/03/2024,15:35,01/03/2024,23:40,44,02/03/24,00:25,176.7,8.76,"0,00","0,00","0,34","0,43",VEHICULES,700.0,,0.0
4967,CASABLANCA,LADY DEBORA,CONVENTIONEL,5381,6.0,7.2,4.0,4.0,1,0,1,0,LISBOA,A ORDRE,NAVIERA SICAR,HADAR MANAGEMENT LTD,26/02/2024,22:51,26/02/2024,23:31,29/02/2024,05:55,29/02/2024,07:10,02/03/2024,18:25,"R2 ,22",02/03/24,18:57,107.6,6.63,"0,00","2,27","2,47","4,84",SABLE,7300.0,,0.0
4968,CASABLANCA,MAORI,VRAQUIER,6883,4.4,4.4,3.2,3.8,0,1,0,0,YEISK,A ORDRE,VESTRA LIMITED,TAURANGA SHIPPING LTD.,26/02/2024,16:23,26/02/2024,16:24,28/02/2024,08:07,28/02/2024,08:55,02/03/2024,15:45,24,02/03/24,17:00,140.9,5.34,"0,00","1,65","3,28","5,03",PULPE DE BETRAVE,7000.0,,0.0
4969,CASABLANCA,WES ELISA,CONVENTIONEL,2518,2.6,3.4,5.8,6.2,0,0,0,0,JORF LASFAR,FOYNES,NH SHIPPING GMBH & CO. KG,WESSELS REEDEREI GMBH & CO. KG,29/02/2024,04:01,29/02/2024,04:02,01/03/2024,07:54,01/03/2024,08:35,02/03/2024,08:20,"R2 ,R3",02/03/24,08:55,89.7,5.48,"0,00","1,16","0,99","2,20",,0.0,ENGRAIS VRAC,3000.0
4970,CASABLANCA,AKNOUL,ROULIER,6809,4.0,5.9,4.0,5.0,0,0,0,0,"MARSEILLE , BARCELONA",CADIZ,CMA-CGM,CMA-CGM,28/02/2024,20:16,,,,,28/02/2024,22:30,01/03/2024,04:55,A5,01/03/24,05:41,122.0,6.16,"0,00","0,00","1,27","1,39",CONTENEURS,1544.0,CONTENEURS,981.0
4971,CASABLANCA,MEHMET IMAMOGLU,CONVENTIONEL,4230,4.0,6.2,4.0,4.0,2,1,0,0,"ISKENDERUN , DUMYAT",A ORDRE,TORMENTA FUERTE SHIPPING LTD,TASAFAY DENIZCILIK VE TIC LTD STI,28/02/2024,22:06,,,,,28/02/2024,23:35,01/03/2024,19:40,36,01/03/24,21:04,99.98,7.02,"0,00","0,00","1,84","1,96",FARDEAUX FER,2344.6,,0.0
4972,CASABLANCA,MAX,PORTE CONTENEUR,7532,5.0,5.8,5.1,4.9,0,0,0,0,"ALGER (ALGIERS) , GEMLIK , ALIAGA , RADES/TUNIS , SALERNO , ISTANBUL",VALENCIA,AKKON LINES,MTN SHIPPING & TRADING,28/02/2024,02:50,28/02/2024,02:51,28/02/2024,07:49,01/03/2024,01:50,01/03/2024,10:20,71,01/03/24,10:59,127.0,7.76,"0,00","0,21","0,35","2,34",CONTENEURS,2100.0,CONTENEURS,1149.0
4973,CASABLANCA,GAUJA,PORTE CONTENEUR,15487,10.8,11.0,7.4,7.0,2,2,0,0,"DUMYAT , TIANJINXINGANG , TAICHUNG , DALIAN , INCHEON , XIAMEN , NANSHA , BUSAN",ISTANBUL,DRACO BUREN SHIPPING PVT. LTD,DRACO BUREN SHIPPING PVT. LTD,25/02/2024,07:36,25/02/2024,07:37,25/02/2024,07:50,28/02/2024,21:30,01/03/2024,01:05,71,01/03/24,02:00,168.0,10.2,"0,00","0,01","1,15","4,77",CONTENEURS,350.0,CONTENEURS,200.0
4974,CASABLANCA,MSC SIGMA F,PORTE CONTENEUR,9940,6.1,8.3,10.5,10.5,0,1,0,0,"ALGER (ALGIERS) , MARSAXLOKK , MERSIN",SINES,MSC GENEVE,MSC SHIP MANAGEMENT LTD,28/02/2024,05:04,28/02/2024,05:05,28/02/2024,05:11,29/02/2024,21:50,01/03/2024,21:20,80,01/03/24,22:19,147.87,11.5,"0,00","0,00","0,98","2,72",CONTENEURS,7400.0,CONTENEURS,8700.0
4975,CASABLANCA,ENCOUNTER,PORTE CONTENEUR,7642,5.6,6.3,8.0,9.0,0,0,0,0,"SANTA CRUZ DE TENERIFE , FERROL , LAS PALMAS DE GRAN CANARIA , ROTTERDAM , TILBURY , HUELVA , GIBRALTAR , HAMBURG",CADIZ,ENCOUNTER SCHEEPVAARTBEDRIJF CV,ENCOUNTER SCHEEPVAARTBEDRIJF CV,28/02/2024,09:21,28/02/2024,09:22,29/02/2024,19:51,29/02/2024,20:30,01/03/2024,04:35,51,01/03/24,05:22,134.65,7.08,"0,00","1,44","0,34","1,83",CONTENEURS,1832.0,CONTENEURS,362.0
4976,CASABLANCA,HTK NEPTUNE,VRAQUIER,22698,5.5,6.5,8.5,9.5,2,2,0,0,"JORF LASFAR , SAFI",VLISSINGEN,HTK SHIPPING AND IMPORT EXPORT CO,HTK SHIPPING AND IMPORT EXPORT CO,24/02/2024,09:52,24/02/2024,10:10,29/02/2024,06:00,29/02/2024,09:10,01/03/2024,05:10,66,01/03/24,06:24,177.85,10.86,"0,00","4,83","0,83","5,86",,0.0,PHOSPHATE VRAC,12000.0
4977,CASABLANCA,ATHOS,CONVENTIONEL,1723,3.2,3.9,2.3,3.2,0,0,0,0,ARZEW,A ORDRE,BALTNAUTIC SHIPPING LTD,BALTNAUTIC SHIPPING LTD,25/02/2024,10:20,25/02/2024,10:44,29/02/2024,15:44,29/02/2024,16:30,01/03/2024,13:15,32,01/03/24,14:43,86.92,3.9,"0,00","4,21","0,86","5,18",BOBINES TOLE,1930.327,,0.0
4978,CASABLANCA,BLUE ANTARES,CONVENTIONEL,2984,6.0,6.4,3.2,4.0,0,0,0,0,CARTAGENA,A ORDRE,NAVIERA SICAR,NAVIERA SICAR,28/02/2024,18:36,,,,,28/02/2024,19:55,01/03/2024,07:35,T2,01/03/24,08:36,89.95,6.22,"0,00","0,00","1,49","1,58",SULFATE,4600.0,,0.0
4979,CASABLANCA,CMA CGM AGATHA,PORTE CONTENEUR,25715,9.1,8.4,9.0,9.0,1,1,1,0,"GEMLIK , PIRAEUS , ALIAGA , DERINCE , VALENCIA , ISTANBUL",ALGECIRAS,ANGLO ESTERN SHIP MANAGEMENT LTD.,CMA CGM MAROC,25/02/2024,00:06,25/02/2024,00:07,25/02/2024,00:40,28/02/2024,07:20,29/02/2024,11:30,"54 ,51",29/02/24,12:28,177.5,9.51,"0,00","0,02","1,17","4,52",CONTENEURS,8000.0,CONTENEURS,1200.0
4980,CASABLANCA,CASABLANCA A,PORTE CONTENEUR,15995,8.9,9.2,8.9,9.2,2,2,0,0,TANGER MED,TANGER MED,ARKAS KONTEYNER TAS.A.S,MAROC FEEDERING,21/02/2024,00:11,21/02/2024 | 22/02/2024,00:12 | 18:35,21/02/2024 | 22/02/2024,00:55 | 20:45,21/02/2024 | 26/02/2024,12:05 | 10:35,22/02/2024 | 29/02/2024,18:10 | 06:30,"80 ,80",29/02/24,07:20,170.15,9.5,"0,00","0,12","4,08","8,30",CONTENEURS,3900.0,CONTENEURS,2800.0
4981,CASABLANCA,GOLD TRADER III,TANKER,22467,9.0,9.4,6.0,7.6,6,6,0,2,"ROSARIO , SAN LORENZO",A ORDRE,"RATU SHIPPING CO., S.A.","RATU SHIPPING CO., S.A.",12/02/2024,22:11,12/02/2024 | 21/02/2024 | 24/02/2024,22:12 | 00:45 | 12:00,13/02/2024 | 21/02/2024 | 24/02/2024,15:31 | 01:25 | 12:28,13/02/2024 | 22/02/2024 | 28/02/2024,17:10 | 16:00 | 09:25,20/02/2024 | 24/02/2024 | 29/02/2024,23:45 | 10:55 | 08:00,"24 ,62 ,62",29/02/24,09:04,179.99,10.68,"0,00","0,77","10,00","16,45",HUILES VEGETALES,18900.0,,0.0
4982,CASABLANCA,MSC LEVINA III,PORTE CONTENEUR,28616,10.2,10.5,9.4,10.0,2,1,0,0,"GEMLIK , ISTANBUL",TANGIER,HAPAG,MSC MEDITERRANEAN SHIPPING CO,25/02/2024,07:01,25/02/2024,07:02,25/02/2024,07:05,28/02/2024,08:05,29/02/2024,20:55,83,29/02/24,21:41,222.2,12.02,"0,00","0,00","1,53","4,61",CONTENEURS,2000.0,CONTENEURS,1800.0
4983,CASABLANCA,VERA A,PORTE CONTENEUR,10689,10.2,10.0,8.2,9.0,1,1,0,0,TANGER MED,TANGER MED,AURIGA SHIPPING LIMITED,AURIGA SHIPPING LIMITED,27/02/2024,13:21,27/02/2024,13:30,29/02/2024,06:50,29/02/2024,07:50,29/02/2024,19:00,80,29/02/24,19:59,145.91,8.57,"0,00","1,72","0,47","2,28",CONTENEURS,1400.0,CONTENEURS,1200.0
4984,CASABLANCA,GRANDE ANGOLA,ROULIER,47128,8.8,8.9,8.8,8.9,1,1,0,0,"LIVORNO , SALERNO , GENOVA , VALENCIA",DAKAR,GRIMALDI DEEP SEA S.P.A,GRIMALDI DEEP SEA S.P.A,25/02/2024,17:25,25/02/2024,17:26,25/02/2024,17:28,28/02/2024,23:15,29/02/2024,18:50,74,29/02/24,19:28,211.0,9.8,"0,00","0,00","0,82","4,09",CONTENEURS,600.0,CONTENEURS,1200.0
4985,CASABLANCA,MANISA AMELIA,CONVENTIONEL,6272,3.1,4.6,6.7,7.2,0,0,0,0,CASABLANCA,CASTELLON DE LA PLANA,MANISA CHARTERING SRL,MANISA CHARTERING SRL,26/02/2024,11:28,26/02/2024,11:29,28/02/2024,06:33,28/02/2024,07:30,29/02/2024,06:40,66,29/02/24,07:40,119.9,7.21,"0,00","1,79","0,96","2,84",,0.0,PHOSPHATE VRAC,7900.0
4986,CASABLANCA,ETHRA 1,VRAQUIER,20809,9.75,9.75,3.8,6.28,4,4,2,0,ROUEN,A ORDRE,PACIFIC BASIN,MADMAR SHIPMANAGEMENT LTD,19/02/2024,09:12,19/02/2024 | 24/02/2024 | 24/02/2024,09:13 | 08:21 | 17:40,19/02/2024 | 24/02/2024 | 28/02/2024,12:10 | 08:35 | 07:04,19/02/2024 | 28/02/2024,13:20 | 08:45,24/02/2024 | 29/02/2024,07:10 | 22:45,"T3T4 ,30 ,30",29/02/24,23:46,179.9,10.15,"0,00","3,69","6,33","10,61",BLE TENDRE,29800.059,,0.0
4987,CASABLANCA,NEPTUNE PHOS,ROULIER,36711,8.4,8.4,8.6,8.6,1,1,0,0,VIGO,TANGER MED,NEPTUNE LINES SHIPPING,SOLON SHIPPING COMPANY LIMITED,29/02/2024,05:11,,,,,29/02/2024,07:50,29/02/2024,22:20,44,29/02/24,23:00,168.06,8.71,"0,00","0,00","0,60","0,74",VEHICULES,817.0,,0.0
4988,CASABLANCA,ELENA,CONVENTIONEL,2164,4.0,4.5,6.5,7.0,0,0,0,0,CASABLANCA,SAGUNTO,JEB BEREEDERUNGS GMBH & CO. KG,ROLAND SHIP ADMINISTRATION  GMBH&CO,22/02/2024,21:21,22/02/2024,21:22,26/02/2024,15:32,26/02/2024,16:25,29/02/2024,15:40,32,29/02/24,16:51,88.58,4.36,"0,00","3,76","2,97","6,81",,0.0,BOBINES TOLE,2000.0
4989,CASABLANCA,STEEN,PORTE CONTENEUR,8032,8.0,8.0,8.0,8.0,0,0,0,0,"LISBOA , BARCELONA , VIGO , LEIXOES",BARCELONA,REEDEREI JENS & WALLER GMBH & CO. K,REEDEREI JENS & WALLER GMBH & CO. K,24/02/2024,00:52,24/02/2024 | 26/02/2024,00:53 | 22:06,24/02/2024 | 26/02/2024,01:03 | 22:08,26/02/2024 | 28/02/2024,08:20 | 08:05,26/02/2024 | 29/02/2024,20:35 | 05:00,"71 ,51",29/02/24,05:55,138.15,8.0,"0,00","0,01","1,38","5,21",CONTENEURS,2456.0,CONTENEURS,1245.0
4990,CASABLANCA,KANTATA,PORTE CONTENEUR,9957,10.5,10.5,10.5,10.5,1,0,0,0,"ALGER (ALGIERS) , TEKIRDAG , ALIAGA , MARSAXLOKK",SINES,MSC GENEVE,MSC GENEVE,24/02/2024,00:07,24/02/2024 | 26/02/2024,00:08 | 08:21,24/02/2024 | 26/02/2024,02:13 | 12:21,28/02/2024,06:55,28/02/2024,20:10,71,28/02/24,21:00,147.84,10.5,"0,00","0,25","0,55","4,87",CONTENEURS,4504.0,CONTENEURS,8700.0
4991,CASABLANCA,WEC MAJORELLE,PORTE CONTENEUR,6362,6.0,7.0,6.1,6.9,1,1,0,1,"ALGECIRAS , LISBOA , VIGO , LEIXOES",ALGECIRAS,ARA HALIFAX SHIPPING BV,ARA HALIFAX SHIPPING BV,23/02/2024,00:11,24/02/2024,07:16,24/02/2024,08:40,23/02/2024 | 26/02/2024,01:30 | 08:50,24/02/2024 | 28/02/2024,05:40 | 21:35,"51 ,74 ,74",28/02/24,22:20,121.83,6.69,"0,00","0,06","3,70","5,92",CONTENEURS,4755.0,CONTENEURS,1300.0
4992,CASABLANCA,URA,CONVENTIONEL,5335,5.4,5.9,3.6,3.9,0,2,0,3,BORDEAUX,A ORDRE,"MURUETA ATLANTICO ALCUDIA SHIPPING,","MURUETA ATLANTICO ALCUDIA SHIPPING,",24/02/2024,19:51,24/02/2024,19:52,26/02/2024,07:24,26/02/2024,08:25,28/02/2024,16:45,"10 ,T5T6",28/02/24,17:51,119.3,6.66,"0,00","1,48","2,35","3,92",PNEUS DECHIQUETES,4987.14,,0.0
4993,CASABLANCA,DONA BLE,CONVENTIONEL,6540,7.0,7.25,3.5,4.65,2,2,0,0,RENI,A ORDRE,MEDMAR NAVIGATION SH.P.K,MEDMAR NAVIGATION SH.P.K,22/02/2024,08:09,22/02/2024,08:36,22/02/2024,18:19,22/02/2024,19:40,28/02/2024,09:15,35,28/02/24,10:07,134.55,7.13,"0,00","0,40","5,57","6,08",TOURTEAUX,6590.62,,0.0
4994,CASABLANCA,TITLIS,CONVENTIONEL,4990,6.2,6.5,4.2,4.3,0,0,0,0,SEVILLA,A ORDRE,NAVIERA SICAR,TITLIS SHIPPING UNIPESSOAL LDA,26/02/2024,07:21,,,,,26/02/2024,09:20,28/02/2024,06:30,13,28/02/24,07:31,118.55,7.05,"0,00","0,00","1,88","2,01",FARDEAUX FER,6200.0,,0.0
4995,CASABLANCA,WANDA A,PORTE CONTENEUR,17687,9.2,9.8,9.2,9.5,3,2,0,0,"VALENCIA , BARCELONA",BARCELONA,ARKAS SHIPPING AND TRANSPORT,SCULPTOR SHIPPING LIMITED,22/02/2024,21:45,22/02/2024 | 24/02/2024,21:46 | 18:28,22/02/2024 | 24/02/2024,21:52 | 19:34,23/02/2024 | 26/02/2024,02:05 | 10:55,24/02/2024 | 27/02/2024,18:05 | 13:50,"83 ,83",27/02/24,14:35,184.0,9.5,"0,00","0,05","2,79","4,70",CONTENEURS,3900.0,CONTENEURS,2800.0
4996,CASABLANCA,MICHEL A,PORTE CONTENEUR,17687,9.2,9.5,7.6,9.0,1,1,0,0,"LA SPEZIA , ALGECIRAS , SALERNO , GENOVA",LA SPEZIA,EGEKONT KONTEYNER TASIMACILIK A.S.,EGEKONT KONTEYNER TASIMACILIK A.S.,23/02/2024,15:51,23/02/2024,15:52,25/02/2024,10:15,26/02/2024,11:20,27/02/2024,18:10,54,27/02/24,18:57,184.0,9.0,"0,00","1,77","1,28","4,13",CONTENEURS,3900.0,CONTENEURS,2800.0
4997,CASABLANCA,THEA G,VRAQUIER,19814,3.4,6.1,8.5,9.5,4,3,0,0,CASABLANCA,KOPER,OLOF BRODIN 'CHARETING AB',OLOF BRODIN LAKESHIP AB,22/02/2024,14:29,22/02/2024 | 23/02/2024,14:30 | 22:47,23/02/2024 | 26/02/2024,08:55 | 13:10,23/02/2024 | 26/02/2024,10:35 | 15:15,23/02/2024 | 27/02/2024,21:35 | 21:15,"66 ,66",27/02/24,22:24,185.0,10.5,"0,00","3,37","1,71","5,33",,0.0,PHOSPHATE VRAC,22000.0
4998,CASABLANCA,CMA CGM DAKHLA,PORTE CONTENEUR,10585,7.27,8.26,7.0,8.0,1,1,0,0,TANGER MED,TANGER MED,CMA-CGM,COMANAV,24/02/2024,21:56,24/02/2024,21:57,26/02/2024,08:25,26/02/2024,09:35,27/02/2024,22:00,51,27/02/24,22:52,151.74,8.0,"0,00","1,44","1,52","3,04",CONTENEURS,10353.0,CONTENEURS,2032.0
4999,CASABLANCA,ATLANTIC HORIZON,CONVENTIONEL,3990,5.6,5.8,4.0,4.5,0,0,0,0,TARRAGONA,A ORDRE,ATLANTIC HORIZON SHIPPING CORP.,ATLANTIC HORIZON SHIPPING CORP.,25/02/2024,08:01,25/02/2024,08:02,25/02/2024,08:15,26/02/2024,09:25,27/02/2024,13:25,T2,27/02/24,14:30,110.78,6.51,"0,00","0,01","1,17","2,27",FARDEAUX FER,4160.46,,0.0
5000,CASABLANCA,FEDERAL RUHR,VRAQUIER,22947,9.75,9.75,6.0,6.0,4,4,0,1,ROUEN,A ORDRE,FEDNAV INTERNATIONAL LTD BELGIUM N,FEDNAV INTERNATIONAL LTD BELGIUM N,03/02/2024,12:51,03/02/2024 | 09/02/2024 | 24/02/2024,12:52 | 21:26 | 10:20,09/02/2024 | 20/02/2024 | 26/02/2024,09:46 | 12:10 | 13:28,20/02/2024 | 26/02/2024,13:50 | 15:45,24/02/2024 | 26/02/2024,09:05 | 22:10,"60 ,60 ,60",26/02/24,23:35,200.0,11.25,"0,00","18,61","4,07","23,45",BLE TENDRE,28731.0,,0.0
5001,CASABLANCA,GUNERLER,VRAQUIER,4671,6.6,6.9,2.7,4.2,0,0,0,0,VARNA,A ORDRE,PRASTOS MARINE S.A,PRASTOS MARINE S.A,20/02/2024,16:45,20/02/2024,16:46,21/02/2024,19:33,21/02/2024,21:00,26/02/2024,20:00,34,26/02/24,21:36,106.8,6.86,"0,00","1,12","4,96","6,20",TOURTEAUX,6021.0,,0.0
5002,CASABLANCA,ARKLOW VIKING,VRAQUIER,2999,6.5,7.0,4.0,4.5,0,0,0,0,BARKING,A ORDRE,FERRYBANK SHIPPING BV,FERRYBANK SHIPPING BV,21/02/2024,05:41,,,,,21/02/2024,07:30,26/02/2024,22:55,"22 ,23 ,22 ,23 ,22",26/02/24,23:55,86.93,6.35,"0,00","0,00","5,64","5,76",FERRAILLES EN VRAC,4779.292,,0.0
5003,CASABLANCA,CELESTYAL JOURNEY,PASSAGERS,55877,7.5,7.7,0.0,0.0,1,1,0,0,LAS PALMAS DE GRAN CANARIA,PIRAEUS,OPTIMUM SHIPMANAGMENT SERVICE SA,OASIS SHIPPING SERVICES SA,26/02/2024,06:53,,,,,26/02/2024,08:15,26/02/2024,13:25,44,26/02/24,14:13,219.3,7.77,"0,00","0,00","0,21","0,31",,0.0,,0.0
5004,CASABLANCA,GREAT LAGOS,ROULIER,89797,9.52,10.2,9.6,10.1,2,2,0,0,"ANTWERPEN , SALERNO , HAMBURG",DAKAR,GRIMALDI GROUPE NAPOLI,GRIMALDI DEEP SEA S.P.A.,22/02/2024,03:09,,,,,22/02/2024,04:15,23/02/2024,00:20,71,23/02/24,00:52,249.03,11.2,"0,00","0,00","0,84","0,91",CONTENEURS,600.0,CONTENEURS,1700.0
5005,CASABLANCA,K-RIVER,PORTE CONTENEUR,6362,6.7,6.9,6.7,6.9,0,0,0,0,"ALGECIRAS , VALENCIA , BARCELONA",ALGECIRAS,K-RIVER SCHIFFAHRTS GMBH & CO. KG,"MS"" AHS WINTERHUDE """,21/02/2024,07:41,21/02/2024,07:42,21/02/2024,19:26,21/02/2024,20:20,23/02/2024,06:20,"51 ,74",23/02/24,06:50,122.0,6.69,"0,00","0,49","1,42","1,97",CONTENEURS,1806.0,CONTENEURS,676.0
5006,CASABLANCA,MSC SHRISTI,PORTE CONTENEUR,54519,10.1,10.1,10.3,10.3,3,2,0,0,"LA SPEZIA , VALENCIA , BARCELONA",VALENCIA,"BALTIC EAST SHIPPING CO., LTD","BALTIC EAST SHIPPING CO., LTD",20/02/2024,18:04,20/02/2024,18:05,20/02/2024,19:00,20/02/2024,21:40,23/02/2024,00:55,83,23/02/24,01:30,294.12,13.52,"0,00","0,04","2,14","2,31",CONTENEURS,23100.0,CONTENEURS,7500.0
5007,CASABLANCA,MANISA AMELIA,CONVENTIONEL,6272,6.8,6.9,4.0,4.0,0,0,0,0,"ANTWERPEN , WILLEBROEK",A ORDRE,,MANISA CHARTERING SRL,20/02/2024,10:34,20/02/2024,10:35,20/02/2024,19:40,20/02/2024,20:40,23/02/2024,15:30,36,23/02/24,17:10,119.9,7.21,"0,00","0,38","2,78","3,28",VERRE EN VRAC,1105.072,,0.0
5008,CASABLANCA,IDEFIX,CONVENTIONEL,4109,5.0,5.1,2.8,4.0,1,2,0,0,LORIENT,A ORDRE,AYKOP SHIPPING,LIPARIT SHIPPING SA,18/02/2024,09:17,18/02/2024,09:26,19/02/2024,23:00,20/02/2024,00:15,23/02/2024,23:00,R2,23/02/24,23:58,99.89,7.0,"0,00","1,57","3,95","5,61",PNEUS DECHIQUETES,4003.98,,0.0
5009,CASABLANCA,TROUPER,PORTE CONTENEUR,9962,8.71,8.71,8.71,8.71,0,0,0,0,"VALENCIA , BARCELONA",ALGECIRAS,GLOBAL FEEDER SHIPPING,"MS""TROUPER""SCHIFFAHRTSGESELLSCHAFT",22/02/2024,07:57,22/02/2024,07:58,23/02/2024,00:06,23/02/2024,03:00,23/02/2024,13:35,71,23/02/24,14:20,134.44,8.71,"0,00","0,67","0,44","1,27",CONTENEURS,3245.0,CONTENEURS,1245.0
5010,CASABLANCA,BBC NYHAVN,CONVENTIONEL,6351,3.8,5.5,8.0,8.0,0,0,0,0,"LIVORNO , CASABLANCA",BATA,BBC CHARTERING CARRIERS GMBH&CO.KG,BBC CHARTERING CARRIERS GMBH&CO.KG,22/02/2024,13:32,22/02/2024,13:33,23/02/2024,06:04,23/02/2024,06:55,23/02/2024,15:00,54,23/02/24,16:05,132.2,7.78,"0,00","0,69","0,34","1,11",,0.0,CONTENEURS,256.336
5011,CASABLANCA,OCEAN CARRIER,CONVENTIONEL,6668,7.6,8.1,3.5,5.0,0,0,0,0,"OULU , JAKOBSTAD (PIETARSAARI)",GARRUCHA,D AMICO TANKERS LIMITED,DALAROE SHIPPING,21/02/2024,13:55,,,,,21/02/2024,15:55,23/02/2024,13:15,"24 ,23",23/02/24,14:00,107.0,6.0,"0,00","0,00","1,89","2,00",BOIS EN FARDEAUX PREELING,5465.0,,0.0
5012,CASABLANCA,ARKLOW GLEN,VRAQUIER,2999,3.4,3.9,5.4,6.3,0,0,0,0,LEIXOES,GLOMFJORD,ARKLOW SHIPPING NEDERLAND BV,,21/02/2024,19:19,21/02/2024,19:20,22/02/2024,10:23,22/02/2024,11:25,23/02/2024,09:25,66,23/02/24,10:20,87.4,6.26,"0,00","0,63","0,92","1,63",,0.0,PHOSPHATE VRAC,4400.0
5013,CASABLANCA,THEA G,VRAQUIER,19814,9.75,9.75,4.2,5.3,2,2,0,0,MONTREAL,A ORDRE,BROCHART KB,OLOF BRODIN LAKESHIP AB,29/01/2024,10:16,29/01/2024 | 09/02/2024,10:17 | 20:35,09/02/2024 | 15/02/2024,09:22 | 05:04,15/02/2024,07:25,22/02/2024,07:15,20,22/02/24,08:14,185.0,10.5,"0,00","16,32","6,99","23,92",BLE DUR,27172.0,,0.0
5014,CASABLANCA,MSC ROMINA II,PORTE CONTENEUR,17068,10.5,10.5,10.5,10.5,1,1,0,0,"ALGER (ALGIERS) , TEKIRDAG , ALIAGA , MARSAXLOKK , DERINCE",VALENCIA,MSC SHIPMANAGEMENT LTD.,MSC SHIPMANAGEMENT LTD.,20/02/2024,23:26,20/02/2024,23:27,21/02/2024,15:07,21/02/2024,16:05,22/02/2024,03:00,74,22/02/24,03:43,180.43,9.5,"0,00","0,65","0,45","1,18",CONTENEURS,7400.0,CONTENEURS,8700.0
5015,CASABLANCA,SPANACO FIDELITY,VRAQUIER,2984,4.7,4.95,3.5,45.0,0,0,0,0,BERMEO,A ORDRE,SPANACO FOUR LTD,SPANACO FOUR LTD,15/02/2024,19:43,17/02/2024,07:25,22/02/2024,14:21,15/02/2024,21:15,17/02/2024,06:50,T2,22/02/24,14:22,89.98,5.1,"0,00","5,29","1,40","6,78",PANNEAUX DE FIBRE,3273.894,,0.0
5016,CASABLANCA,YI HUI REN HAI,CONVENTIONEL,10820,7.1,7.7,8.0,8.0,2,2,2,0,"MINDELO , CASABLANCA",A ORDRE,XIAMEN XIN QI HUI INTER. SHIP CO.,XIAMEN XIN QI HUI INTER. SHIP CO.,17/02/2024,11:22,17/02/2024,11:23,19/02/2024,09:00,19/02/2024,10:50,22/02/2024,16:30,"T5T6 ,54 ,55",22/02/24,17:48,125.0,8.25,"0,00","1,90","3,24","5,27",,0.0,CONTENEURS,299.318
5017,CASABLANCA,MARCUS,CONVENTIONEL,2461,4.9,5.6,2.4,3.0,0,0,0,0,FOWEY,A ORDRE,BOECKMANS SHIPPING NV,BOECKMANS SHIPPING NV,20/02/2024,07:01,,,,,20/02/2024,08:50,22/02/2024,18:35,"35 ,36",22/02/24,19:25,87.9,5.59,"0,00","0,00","2,41","2,52",CHAMOTTES ARGILE,3201.28,,0.0
5018,CASABLANCA,ESPRIT,CONVENTIONEL,2984,5.5,6.3,4.0,4.0,0,0,0,0,PIOMBINO,A ORDRE,JR SHIP MANAGEMENT BV,JR SHIP MANAGEMENT BV,17/02/2024,10:37,17/02/2024,10:53,18/02/2024,14:17,18/02/2024,15:55,22/02/2024,19:55,10,22/02/24,20:44,89.95,6.25,"0,00","1,14","4,17","5,42",RAILS,4070.678,,0.0
5019,CASABLANCA,ELENA,CONVENTIONEL,2164,3.7,4.1,5.0,5.0,0,0,0,0,MÁLAGA,A ORDRE,WEST TRADE LOGISTIC GMBH,ROLAND SHIP ADMINISTRATION  GMBH&CO,22/02/2024,05:39,,,,,22/02/2024,07:05,22/02/2024,20:15,T2,22/02/24,21:15,88.58,4.36,"0,00","0,00","0,55","0,65",AMONITRATE,1500.0,,0.0
